iter	Passed	Remaining
0	7	2307
1	16	2408
2	28	2779
3	39	2924
4	51	3032
5	63	3131
6	75	3179
7	87	3184
8	98	3190
9	112	3250
10	124	3261
11	136	3270
12	148	3286
13	161	3308
14	172	3275
15	185	3284
16	200	3345
17	216	3397
18	227	3365
19	239	3349
20	250	3326
21	262	3314
22	273	3293
23	283	3255
24	292	3214
25	305	3218
26	318	3222
27	331	3218
28	343	3210
29	355	3196
30	367	3192
31	381	3194
32	400	3238
33	414	3239
34	422	3199
35	434	3188
36	445	3166
37	455	3140
38	465	3114
39	476	3096
40	483	3055
41	493	3030
42	506	3024
43	518	3015
44	530	3006
45	539	2976
46	547	2948
47	560	2943
48	575	2946
49	596	2980
50	612	2989
51	625	2982
52	636	2967
53	646	2945
54	657	2928
55	667	2908
56	680	2899
57	691	2886
58	701	2865
59	713	2853
60	725	2842
61	735	2824
62	746	2808
63	763	2814
64	778	2813
65	787	2793
66	798	2777
67	809	2761
68	820	2746
69	831	2730
70	841	2715
71	851	2697
72	863	2683
73	874	2669
74	883	2651
75	893	2634
76	903	2617
77	912	2597
78	922	2579
79	931	2562
80	939	2541
81	955	2540
82	973	2545
83	988	2543
84	998	2526
85	1010	2514
86	1019	2495
87	1028	2478
88	1038	2462
89	1048	2445
90	1057	2429
91	1072	2424
92	1084	2413
93	1096	2403
94	1108	2392
95	1117	2374
96	1127	2359
97	1146	2362
98	1163	2361
99	1177	2355
100	1188	2341
101	1201	2331
102	1211	2316
103	1222	2303
104	1232	2289
105	1243	2276
106	1256	2266
107	1269	2256
108	1281	2245
109	1293	2234
110	1304	2220
111	1314	2206
112	1323	2189
113	1335	2178
114	1346	2166
115	1358	2154
116	1373	2148
117	1384	2136
118	1394	2121
119	1403	2105
120	1413	2091
121	1424	2077
122	1436	2067
123	1448	2056
124	1459	2043
125	1469	2028
126	1479	2015
127	1488	2000
128	1499	1987
129	1507	1971
130	1520	1961
131	1531	1949
132	1541	1936
133	1552	1923
134	1564	1912
135	1578	1903
136	1590	1892
137	1604	1883
138	1617	1874
139	1629	1861
140	1640	1850
141	1650	1837
142	1661	1824
143	1671	1811
144	1681	1797
145	1689	1782
146	1700	1770
147	1713	1759
148	1723	1746
149	1734	1734
150	1742	1719
151	1753	1707
152	1766	1697
153	1783	1690
154	1800	1684
155	1812	1673
156	1823	1661
157	1834	1648
158	1843	1634
159	1851	1620
160	1860	1606
161	1870	1593
162	1883	1583
163	1895	1572
164	1905	1558
165	1916	1547
166	1927	1535
167	1937	1522
168	1945	1507
169	1956	1496
170	1968	1484
171	1980	1474
172	1992	1462
173	2007	1453
174	2022	1444
175	2037	1435
176	2051	1425
177	2062	1413
178	2075	1403
179	2087	1391
180	2098	1379
181	2108	1366
182	2118	1354
183	2128	1341
184	2139	1329
185	2149	1317
186	2160	1305
187	2174	1295
188	2186	1284
189	2197	1272
190	2207	1259
191	2216	1246
192	2225	1233
193	2234	1220
194	2255	1214
195	2274	1206
196	2288	1196
197	2299	1184
198	2309	1172
199	2319	1159
200	2328	1147
201	2339	1135
202	2354	1125
203	2366	1113
204	2379	1102
205	2392	1091
206	2401	1078
207	2409	1065
208	2418	1053
209	2436	1044
210	2452	1034
211	2466	1023
212	2479	1012
213	2488	1000
214	2499	988
215	2510	976
216	2520	964
217	2534	953
218	2546	941
219	2557	930
220	2569	918
221	2580	906
222	2590	894
223	2600	882
224	2610	870
225	2620	858
226	2633	847
227	2645	835
228	2658	824
229	2671	812
230	2686	802
231	2700	791
232	2715	780
233	2728	769
234	2740	757
235	2752	746
236	2763	734
237	2774	722
238	2786	711
239	2798	699
240	2809	687
241	2821	676
242	2834	664
243	2846	653
244	2857	641
245	2872	630
246	2885	619
247	2900	608
248	2915	597
249	2927	585
250	2937	573
251	2949	561
252	2960	549
253	2971	538
254	2981	526
255	2990	513
256	3002	502
257	3014	490
258	3027	479
259	3039	467
260	3049	455
261	3060	443
262	3069	431
263	3078	419
264	3090	408
265	3110	397
266	3127	386
267	3142	375
268	3150	363
269	3159	351
270	3170	339
271	3180	327
272	3193	315
273	3203	304
274	3215	292
275	3226	280
276	3237	268
277	3248	257
278	3258	245
279	3269	233
280	3280	221
281	3293	210
282	3307	198
283	3322	187
284	3337	175
285	3349	163
286	3361	152
287	3373	140
288	3385	128
289	3396	117
290	3407	105
291	3414	93
292	3423	81
293	3432	70
294	3441	58
295	3451	46
296	3464	34
297	3477	23
298	3489	11
299	3499	0
