iter	Logloss
0	0.6736022565
1	0.653897431
2	0.6407318739
3	0.6299237123
4	0.6179800785
5	0.6083139928
6	0.601037993
7	0.5945227175
8	0.5880783513
9	0.5832019094
10	0.5781215864
11	0.5742936649
12	0.5712765944
13	0.5685806744
14	0.5663435277
15	0.5638502107
16	0.5621177568
17	0.5603828334
18	0.5585676785
19	0.5567428451
20	0.5547859212
21	0.5530810313
22	0.5516084252
23	0.5501271838
24	0.5485960123
25	0.5475265686
26	0.5466656299
27	0.5454620864
28	0.5445517613
29	0.5425124636
30	0.5413522386
31	0.5403174675
32	0.5397167779
33	0.5388670704
34	0.5372408316
35	0.5362794224
36	0.5355156083
37	0.534534204
38	0.5340154909
39	0.5327207754
40	0.5318186954
41	0.5310690635
42	0.5302024293
43	0.5294939019
44	0.5287945175
45	0.5281548821
46	0.5276160063
47	0.5270960376
48	0.5265641749
49	0.5261246961
50	0.5257931416
51	0.5252676065
52	0.5233691423
53	0.5230148597
54	0.5226378562
55	0.5222271688
56	0.5218109936
57	0.5214482426
58	0.5209541703
59	0.5205463317
60	0.5199295757
61	0.5194775043
62	0.5188107944
63	0.518277144
64	0.5178753639
65	0.5174629666
66	0.5169859693
67	0.5165699553
68	0.5162602423
69	0.5157946455
70	0.5154223134
71	0.5149734372
72	0.5146313926
73	0.5142097388
74	0.5138088328
75	0.513406009
76	0.5130293926
77	0.5127131101
78	0.5124173039
79	0.5120244919
80	0.5116327323
81	0.5110586863
82	0.5106534468
83	0.5103504518
84	0.5100165265
85	0.5095299275
86	0.5090873462
87	0.5088348522
88	0.508443518
89	0.5081239472
90	0.5077872978
91	0.5075463161
92	0.5072445341
93	0.5066732995
94	0.5063544692
95	0.505979101
96	0.5053460591
97	0.50506756
98	0.504637675
99	0.5040814576
100	0.503599495
101	0.5032037366
102	0.502878579
103	0.5023193522
104	0.5019804892
105	0.5016269537
106	0.5011502174
107	0.5009207983
108	0.5006930034
109	0.5001965821
110	0.4997464737
111	0.4994077294
112	0.4989889078
113	0.4986827618
114	0.4982398572
115	0.4978220712
116	0.4975122383
117	0.4971590058
118	0.4967375748
119	0.4962083806
120	0.4959591196
121	0.4956516582
122	0.4952297538
123	0.4949254931
124	0.4945923532
125	0.4942885779
126	0.4938981175
127	0.4934826468
128	0.493252385
129	0.4928669383
130	0.4925978438
131	0.4924131215
132	0.4916616361
133	0.4913270942
134	0.4907955602
135	0.4905036054
136	0.4901978862
137	0.4899178006
138	0.489595248
139	0.4892969246
140	0.4889816727
141	0.4887116639
142	0.4884034456
143	0.4882351897
144	0.4878498747
145	0.4875644217
146	0.4872484987
147	0.4868964625
148	0.4865436974
149	0.4861941411
150	0.4856437012
151	0.4852890953
152	0.4849264187
153	0.4846897569
154	0.4844724497
155	0.48420087
156	0.4839750176
157	0.4837303602
158	0.4833726925
159	0.4831046739
160	0.4828215691
161	0.4826358435
162	0.4822787904
163	0.4820149572
164	0.4818468821
165	0.48166177
166	0.4813329819
167	0.4810386024
168	0.480836792
169	0.4806529196
170	0.4802517806
171	0.479989075
172	0.4796759129
173	0.4795113327
174	0.4792547583
175	0.4789664679
176	0.4787835729
177	0.4784766946
178	0.4781719158
179	0.4779317269
180	0.4776943194
181	0.4774192481
182	0.4773028241
183	0.4770407243
184	0.4767945197
185	0.4764815654
186	0.4762345519
187	0.475966103
188	0.4757488158
189	0.4755943733
190	0.4753138576
191	0.4750178337
192	0.4747943336
193	0.4745225353
194	0.474398957
195	0.4741279134
196	0.4739303558
197	0.473714785
198	0.4733445689
199	0.4730569966
200	0.4727593254
201	0.4724579403
202	0.4722123587
203	0.4719563355
204	0.4716754734
205	0.4714738721
206	0.471155189
207	0.4708503059
208	0.4706091829
209	0.4704141185
210	0.4701225179
211	0.4698418624
212	0.4696624337
213	0.4695576775
214	0.4693348498
215	0.4691043381
216	0.4687985904
217	0.46865172
218	0.468412325
219	0.4681717951
220	0.4679664882
221	0.4678552818
222	0.4675376191
223	0.4673599931
224	0.4670522381
225	0.466920167
226	0.4667725779
227	0.4664355154
228	0.4657823602
229	0.465593316
230	0.4653448992
231	0.465247161
232	0.4650401607
233	0.4648510931
234	0.4645345163
235	0.4643190712
236	0.4640741448
237	0.4638358598
238	0.4637388013
239	0.4634434093
240	0.4632049151
241	0.4629457846
242	0.462706735
243	0.4624904798
244	0.4623059831
245	0.4620401742
246	0.4617284942
247	0.4614763188
248	0.4612668298
249	0.4610450019
250	0.4607209428
251	0.4604328906
252	0.4601702132
253	0.4599296897
254	0.4596823634
255	0.4595099406
256	0.4592655144
257	0.4589796398
258	0.4587365214
259	0.4584768516
260	0.4583939636
261	0.4582749003
262	0.4580972011
263	0.4579435891
264	0.4577131305
265	0.4574767098
266	0.4572708037
267	0.4570854274
268	0.4568300235
269	0.4566126099
270	0.4563741266
271	0.4560975802
272	0.4557291509
273	0.4555285288
274	0.4553322179
275	0.4551389575
276	0.454988188
277	0.4547936514
278	0.4546560466
279	0.4544626124
280	0.4543705939
281	0.4541605849
282	0.4540213255
283	0.4537594394
284	0.4536178297
285	0.4534769365
286	0.4532801108
287	0.4531335179
288	0.4529271517
289	0.4527835155
290	0.4525741404
291	0.4524213412
292	0.4522823492
293	0.4520628046
294	0.4518811556
295	0.4515515249
296	0.4513428362
297	0.4510112038
298	0.4508038753
299	0.4506050592
