iter	Passed	Remaining
0	9	2772
1	19	2876
2	28	2830
3	38	2873
4	47	2780
5	55	2743
6	65	2728
7	73	2685
8	81	2638
9	89	2598
10	100	2645
11	110	2647
12	118	2624
13	127	2606
14	138	2622
15	152	2699
16	166	2769
17	181	2838
18	192	2843
19	202	2832
20	212	2817
21	220	2790
22	231	2787
23	241	2780
24	250	2752
25	258	2728
26	268	2717
27	279	2713
28	289	2701
29	299	2693
30	310	2695
31	322	2700
32	332	2691
33	342	2678
34	352	2665
35	362	2659
36	372	2646
37	384	2654
38	399	2671
39	412	2684
40	428	2707
41	437	2690
42	448	2678
43	458	2666
44	469	2661
45	481	2659
46	493	2655
47	505	2656
48	516	2648
49	528	2640
50	538	2629
51	548	2617
52	558	2604
53	569	2594
54	580	2585
55	592	2579
56	602	2566
57	612	2555
58	622	2542
59	632	2528
60	644	2527
61	657	2522
62	669	2517
63	680	2509
64	694	2509
65	705	2501
66	716	2492
67	729	2489
68	743	2490
69	759	2495
70	771	2487
71	782	2477
72	793	2468
73	808	2470
74	820	2461
75	832	2453
76	844	2445
77	855	2434
78	870	2436
79	884	2433
80	897	2427
81	907	2412
82	916	2396
83	926	2382
84	936	2369
85	946	2354
86	956	2341
87	966	2327
88	976	2316
89	988	2305
90	998	2293
91	1010	2284
92	1022	2274
93	1032	2263
94	1043	2251
95	1059	2250
96	1070	2239
97	1094	2256
98	1103	2240
99	1113	2226
100	1123	2214
101	1132	2198
102	1139	2179
103	1148	2164
104	1158	2150
105	1169	2140
106	1179	2127
107	1188	2112
108	1199	2101
109	1209	2089
110	1218	2074
111	1230	2065
112	1240	2052
113	1250	2040
114	1261	2029
115	1272	2018
116	1283	2006
117	1293	1995
118	1303	1983
119	1314	1971
120	1326	1961
121	1336	1950
122	1346	1937
123	1355	1923
124	1365	1912
125	1374	1898
126	1384	1885
127	1395	1874
128	1406	1863
129	1416	1851
130	1426	1840
131	1437	1828
132	1451	1822
133	1466	1816
134	1478	1807
135	1489	1796
136	1498	1782
137	1506	1768
138	1517	1757
139	1527	1745
140	1537	1733
141	1547	1722
142	1558	1710
143	1568	1698
144	1578	1687
145	1589	1676
146	1598	1663
147	1609	1652
148	1620	1641
149	1630	1630
150	1654	1632
151	1663	1619
152	1675	1610
153	1690	1602
154	1705	1595
155	1717	1585
156	1727	1573
157	1739	1563
158	1750	1552
159	1760	1540
160	1772	1530
161	1784	1519
162	1795	1509
163	1807	1498
164	1820	1489
165	1833	1480
166	1849	1472
167	1866	1466
168	1876	1454
169	1888	1444
170	1899	1432
171	1909	1421
172	1920	1410
173	1930	1398
174	1943	1388
175	1955	1377
176	1969	1368
177	1982	1358
178	1994	1348
179	2010	1340
180	2023	1330
181	2035	1319
182	2044	1307
183	2055	1296
184	2066	1284
185	2078	1273
186	2089	1262
187	2099	1250
188	2114	1241
189	2125	1230
190	2141	1222
191	2155	1212
192	2167	1201
193	2180	1191
194	2192	1180
195	2202	1168
196	2219	1160
197	2224	1145
198	2229	1131
199	2238	1119
200	2248	1107
201	2264	1098
202	2278	1088
203	2292	1079
204	2304	1068
205	2314	1056
206	2323	1043
207	2332	1031
208	2342	1020
209	2354	1008
210	2364	997
211	2377	986
212	2388	975
213	2398	963
214	2409	952
215	2420	941
216	2431	930
217	2443	919
218	2455	908
219	2465	896
220	2479	886
221	2491	875
222	2506	865
223	2518	854
224	2528	842
225	2540	831
226	2549	819
227	2559	808
228	2568	796
229	2579	785
230	2589	773
231	2598	761
232	2606	749
233	2616	738
234	2628	727
235	2646	717
236	2660	707
237	2675	696
238	2687	686
239	2698	674
240	2719	665
241	2728	653
242	2735	641
243	2743	629
244	2755	618
245	2768	607
246	2781	596
247	2791	585
248	2800	573
249	2814	562
250	2825	551
251	2837	540
252	2847	529
253	2859	517
254	2870	506
255	2883	495
256	2899	485
257	2913	474
258	2927	463
259	2939	452
260	2951	441
261	2963	429
262	2976	418
263	2983	406
264	2989	394
265	2999	383
266	3019	373
267	3024	361
268	3037	350
269	3050	338
270	3060	327
271	3070	316
272	3082	304
273	3094	293
274	3102	282
275	3114	270
276	3127	259
277	3137	248
278	3148	236
279	3159	225
280	3172	214
281	3185	203
282	3201	192
283	3216	181
284	3228	169
285	3240	158
286	3252	147
287	3264	136
288	3273	124
289	3283	113
290	3295	101
291	3311	90
292	3325	79
293	3339	68
294	3351	56
295	3361	45
296	3371	34
297	3382	22
298	3392	11
299	3403	0
