iter	Logloss
0	0.6725466037
1	0.656560257
2	0.638958064
3	0.6275909963
4	0.6177754381
5	0.6102960311
6	0.6028179668
7	0.5952162997
8	0.5895484206
9	0.584131275
10	0.5806103003
11	0.575676345
12	0.5722896179
13	0.5697670874
14	0.5672627571
15	0.5645592315
16	0.5622360748
17	0.5602530835
18	0.55800103
19	0.5566682967
20	0.5534775804
21	0.5521485463
22	0.5503096891
23	0.5488387576
24	0.5475880805
25	0.5459348529
26	0.5448482077
27	0.5439224481
28	0.542664446
29	0.5417027742
30	0.5407478454
31	0.5398555502
32	0.5390413188
33	0.5375619202
34	0.536516244
35	0.5356107746
36	0.534252741
37	0.5336474916
38	0.5329501255
39	0.532034966
40	0.5311628706
41	0.5304934772
42	0.5300089927
43	0.5289927119
44	0.5281541474
45	0.5275816709
46	0.5270479461
47	0.5261048154
48	0.5254763326
49	0.5248956849
50	0.5243520516
51	0.5236864101
52	0.5231074062
53	0.5223975849
54	0.5215611796
55	0.521124867
56	0.5202391384
57	0.5197697046
58	0.5192178456
59	0.5182674215
60	0.5177425924
61	0.5173843619
62	0.5169619463
63	0.5159567529
64	0.5156134621
65	0.514588987
66	0.5138823542
67	0.5134172914
68	0.5129072598
69	0.5123441068
70	0.5120079272
71	0.5115689649
72	0.5111226182
73	0.5107126144
74	0.5103594543
75	0.5100350371
76	0.5097948854
77	0.5094298416
78	0.508836695
79	0.5086010842
80	0.5080956909
81	0.5076986734
82	0.5073363954
83	0.5070600942
84	0.5067027306
85	0.5064487531
86	0.5061917076
87	0.5058155917
88	0.5054560112
89	0.5051868714
90	0.5049325793
91	0.5044054174
92	0.5037925536
93	0.5034046307
94	0.5030933291
95	0.5021480571
96	0.501371911
97	0.5009410756
98	0.5005983324
99	0.5002770549
100	0.5000737035
101	0.4992953028
102	0.49892241
103	0.4984541893
104	0.4980361013
105	0.4974070985
106	0.4970474951
107	0.4964689087
108	0.4960471528
109	0.4956826714
110	0.4954140606
111	0.4946127532
112	0.4941811953
113	0.4936790942
114	0.4929593622
115	0.4925927045
116	0.4923321088
117	0.4918573014
118	0.4914752392
119	0.4911789056
120	0.490873398
121	0.4903632768
122	0.4900350615
123	0.4894879876
124	0.4890959785
125	0.4887082157
126	0.4883529234
127	0.4877342361
128	0.4873553384
129	0.4871363952
130	0.4867809635
131	0.4863966418
132	0.4858859078
133	0.4854633833
134	0.4851195671
135	0.4844600587
136	0.4840319405
137	0.4836041588
138	0.4832489371
139	0.4828830024
140	0.4824276962
141	0.4819925661
142	0.4816508392
143	0.4813181634
144	0.4800961781
145	0.4797590064
146	0.4794924786
147	0.4791332753
148	0.4787760203
149	0.4784441408
150	0.4781021097
151	0.4777408605
152	0.4773234996
153	0.4770124904
154	0.4767219867
155	0.4765227873
156	0.4762361034
157	0.4758778465
158	0.4755990612
159	0.4752329101
160	0.4749123074
161	0.4744941482
162	0.4741836298
163	0.4739629488
164	0.4735693468
165	0.4733024078
166	0.4729330504
167	0.4725118539
168	0.4722239449
169	0.4719076007
170	0.4716241829
171	0.4713343184
172	0.4709882288
173	0.4707102193
174	0.4703194394
175	0.4698942353
176	0.4695056706
177	0.4692717162
178	0.4690566164
179	0.4687867066
180	0.4684188529
181	0.4680694812
182	0.4678002577
183	0.4675111823
184	0.4673315581
185	0.4671647901
186	0.466804042
187	0.4664969054
188	0.466291023
189	0.4659112299
190	0.4657292564
191	0.4654930813
192	0.4651853964
193	0.4647885746
194	0.4645290467
195	0.464167888
196	0.4638771876
197	0.4636900408
198	0.4635210947
199	0.4632435808
200	0.462831283
201	0.462586819
202	0.4622314455
203	0.4619835772
204	0.4617286484
205	0.4614092001
206	0.4610649056
207	0.4607726943
208	0.4603213859
209	0.4601204046
210	0.459861641
211	0.4595148299
212	0.4592745124
213	0.4590129901
214	0.4585879491
215	0.4583765711
216	0.4580983911
217	0.4579276256
218	0.4574956329
219	0.4572742251
220	0.4570585703
221	0.4567168721
222	0.4564461942
223	0.4561451185
224	0.4558737124
225	0.4556926029
226	0.4554099364
227	0.4551853625
228	0.4548720998
229	0.4546332836
230	0.4543717573
231	0.4541145895
232	0.4538571018
233	0.4536667293
234	0.4533354706
235	0.4530531422
236	0.4527842555
237	0.4525740266
238	0.4523563952
239	0.4520032128
240	0.4517494137
241	0.4515179815
242	0.4512972806
243	0.4510397435
244	0.450855074
245	0.4507192004
246	0.4505140521
247	0.4503216001
248	0.4499879994
249	0.4497057201
250	0.4494385857
251	0.4493033743
252	0.4491779022
253	0.4489180117
254	0.4487026106
255	0.4484003148
256	0.4481498576
257	0.4479603112
258	0.4478190734
259	0.4476218062
260	0.4474297975
261	0.4471667339
262	0.4469121115
263	0.4467415012
264	0.4465339601
265	0.4462322658
266	0.4459768638
267	0.445714459
268	0.4455626954
269	0.4454396505
270	0.4452688647
271	0.4450468615
272	0.4447646218
273	0.4445154123
274	0.4441764406
275	0.4440004501
276	0.4437401795
277	0.4435313157
278	0.44327509
279	0.4431749904
280	0.4428833869
281	0.4426971166
282	0.4425166235
283	0.4419580781
284	0.4417572829
285	0.4415500529
286	0.4414081942
287	0.4411294115
288	0.4409047633
289	0.4407040906
290	0.4405437475
291	0.4403938087
292	0.4401188404
293	0.4398786497
294	0.439701131
295	0.43949177
296	0.4393087731
297	0.4390695469
298	0.4389061631
299	0.438649076
