iter	Passed	Remaining
0	12	3810
1	24	3681
2	37	3693
3	48	3574
4	58	3431
5	71	3504
6	82	3457
7	94	3451
8	106	3441
9	117	3404
10	125	3302
11	134	3231
12	147	3248
13	160	3281
14	173	3298
15	185	3298
16	202	3365
17	283	4440
18	294	4352
19	303	4248
20	314	4174
21	325	4119
22	339	4084
23	350	4033
24	363	3997
25	377	3976
26	390	3950
27	402	3909
28	426	3989
29	582	5246
30	591	5133
31	603	5057
32	616	4986
33	629	4924
34	640	4849
35	652	4783
36	662	4709
37	676	4661
38	687	4603
39	701	4557
40	713	4506
41	726	4464
42	740	4424
43	751	4371
44	763	4325
45	776	4285
46	794	4278
47	811	4262
48	826	4233
49	840	4200
50	851	4159
51	866	4131
52	878	4092
53	888	4049
54	911	4060
55	947	4127
56	958	4086
57	968	4039
58	978	3994
59	988	3953
60	1000	3918
61	1011	3883
62	1022	3845
63	1033	3809
64	1044	3774
65	1054	3738
66	1064	3701
67	1074	3666
68	1085	3633
69	1097	3605
70	1106	3568
71	1116	3535
72	1127	3507
73	1139	3481
74	1151	3454
75	1160	3420
76	1173	3399
77	1184	3371
78	1196	3347
79	1208	3323
80	1251	3383
81	1262	3355
82	1273	3330
83	1285	3305
84	1297	3281
85	1306	3252
86	1316	3223
87	1328	3200
88	1367	3243
89	1387	3238
90	1398	3212
91	1408	3183
92	1477	3288
93	1499	3286
94	1512	3263
95	1524	3239
96	1537	3217
97	1550	3196
98	1562	3171
99	1573	3147
100	1585	3123
101	1596	3099
102	1607	3074
103	1619	3052
104	1629	3026
105	1641	3004
106	1650	2977
107	1660	2952
108	1671	2929
109	1684	2909
110	1696	2889
111	1709	2869
112	1721	2848
113	1733	2828
114	1746	2808
115	1758	2788
116	1768	2765
117	1778	2743
118	1790	2724
119	1804	2706
120	1814	2683
121	1834	2676
122	1859	2676
123	1874	2660
124	1887	2642
125	1899	2622
126	1910	2602
127	1920	2581
128	1931	2560
129	1941	2539
130	1952	2518
131	1963	2499
132	1973	2478
133	1986	2460
134	1997	2441
135	2010	2423
136	2022	2406
137	2034	2388
138	2046	2370
139	2058	2352
140	2072	2337
141	2086	2321
142	2099	2304
143	2110	2286
144	2122	2268
145	2136	2253
146	2147	2234
147	2181	2240
148	2198	2228
149	2208	2208
150	2219	2190
151	2231	2173
152	2243	2155
153	2256	2139
154	2267	2121
155	2280	2105
156	2292	2087
157	2304	2070
158	2316	2054
159	2329	2037
160	2338	2019
161	2349	2001
162	2359	1983
163	2374	1968
164	2386	1952
165	2397	1935
166	2408	1917
167	2419	1901
168	2433	1886
169	2448	1872
170	2461	1856
171	2473	1840
172	2485	1824
173	2496	1807
174	2506	1790
175	2515	1772
176	2526	1755
177	2539	1740
178	2551	1724
179	2562	1708
180	2575	1693
181	2585	1676
182	2596	1660
183	2606	1643
184	2618	1627
185	2628	1611
186	2640	1595
187	2649	1578
188	2659	1561
189	2670	1546
190	2698	1540
191	2724	1532
192	2734	1516
193	2745	1499
194	2755	1483
195	2765	1467
196	2777	1452
197	2788	1436
198	2800	1421
199	2809	1404
200	2821	1389
201	2831	1373
202	2844	1358
203	2855	1343
204	2865	1327
205	2873	1311
206	2886	1296
207	2897	1281
208	2908	1266
209	2921	1252
210	2933	1237
211	2946	1223
212	2959	1208
213	2973	1194
214	2985	1180
215	2995	1165
216	3007	1150
217	3021	1136
218	3037	1123
219	3049	1108
220	3062	1094
221	3074	1080
222	3089	1066
223	3104	1053
224	3150	1050
225	3165	1036
226	3177	1021
227	3189	1007
228	3227	1000
229	3238	985
230	3256	972
231	3270	958
232	3282	943
233	3292	928
234	3302	913
235	3314	898
236	3326	884
237	3337	869
238	3348	854
239	3361	840
240	3372	825
241	3383	810
242	3393	795
243	3414	783
244	3441	772
245	3452	757
246	3467	744
247	3476	729
248	3490	714
249	3502	700
250	3516	686
251	3527	671
252	3539	657
253	3549	642
254	3561	628
255	3571	613
256	3582	599
257	3594	585
258	3606	570
259	3618	556
260	3631	542
261	3643	528
262	3655	514
263	3667	500
264	3681	486
265	3694	472
266	3714	459
267	3732	445
268	3746	431
269	3760	417
270	3771	403
271	3784	389
272	3794	375
273	3805	361
274	3818	347
275	3829	333
276	3842	319
277	3852	304
278	3863	290
279	3874	276
280	3887	262
281	3898	248
282	3911	234
283	3927	221
284	3944	207
285	3962	193
286	3974	180
287	3983	165
288	3992	151
289	4005	138
290	4016	124
291	4026	110
292	4037	96
293	4046	82
294	4057	68
295	4069	54
296	4081	41
297	4092	27
298	4103	13
299	4113	0
