iter	Passed	Remaining
0	12	3847
1	26	3945
2	38	3803
3	50	3766
4	66	3912
5	82	4031
6	98	4130
7	112	4096
8	127	4109
9	141	4095
10	152	4000
11	163	3919
12	174	3862
13	188	3851
14	199	3792
15	210	3742
16	222	3709
17	234	3674
18	249	3692
19	261	3665
20	273	3629
21	284	3595
22	295	3562
23	309	3564
24	332	3655
25	349	3684
26	358	3621
27	369	3584
28	381	3567
29	395	3557
30	409	3552
31	419	3514
32	429	3474
33	441	3453
34	454	3440
35	466	3418
36	477	3396
37	489	3376
38	502	3361
39	515	3348
40	527	3333
41	541	3328
42	555	3318
43	568	3309
44	581	3297
45	594	3281
46	607	3270
47	619	3254
48	632	3240
49	647	3235
50	662	3235
51	677	3232
52	692	3225
53	704	3209
54	716	3189
55	726	3167
56	738	3146
57	751	3135
58	765	3128
59	780	3120
60	788	3090
61	797	3061
62	806	3033
63	814	3002
64	825	2984
65	837	2969
66	848	2949
67	862	2942
68	876	2935
69	892	2931
70	905	2919
71	917	2904
72	930	2892
73	943	2882
74	956	2870
75	969	2857
76	983	2848
77	999	2844
78	1014	2837
79	1028	2827
80	1040	2813
81	1054	2802
82	1067	2789
83	1078	2772
84	1090	2757
85	1103	2745
86	1115	2731
87	1129	2722
88	1148	2721
89	1161	2710
90	1172	2693
91	1184	2679
92	1198	2666
93	1211	2654
94	1221	2636
95	1233	2622
96	1246	2609
97	1258	2593
98	1268	2575
99	1280	2560
100	1293	2548
101	1304	2531
102	1315	2515
103	1326	2499
104	1340	2490
105	1352	2475
106	1362	2456
107	1371	2437
108	1379	2416
109	1389	2399
110	1400	2383
111	1413	2372
112	1426	2360
113	1438	2347
114	1448	2329
115	1460	2316
116	1469	2299
117	1482	2286
118	1493	2272
119	1505	2258
120	1516	2244
121	1527	2227
122	1536	2211
123	1547	2197
124	1560	2184
125	1574	2174
126	1588	2164
127	1601	2152
128	1614	2140
129	1625	2126
130	1637	2112
131	1650	2100
132	1662	2087
133	1675	2076
134	1689	2064
135	1703	2054
136	1717	2043
137	1732	2033
138	1746	2022
139	1758	2010
140	1769	1995
141	1783	1984
142	1796	1972
143	1809	1960
144	1821	1947
145	1835	1935
146	1851	1926
147	1863	1914
148	1876	1901
149	1886	1886
150	1896	1871
151	1908	1858
152	1920	1844
153	1933	1833
154	1955	1829
155	1968	1816
156	1983	1806
157	1993	1791
158	1999	1773
159	2008	1757
160	2018	1743
161	2030	1729
162	2040	1715
163	2052	1701
164	2065	1689
165	2074	1674
166	2083	1659
167	2094	1645
168	2104	1631
169	2113	1616
170	2125	1603
171	2136	1589
172	2144	1574
173	2152	1558
174	2160	1543
175	2168	1527
176	2178	1514
177	2188	1499
178	2195	1484
179	2205	1470
180	2219	1459
181	2233	1448
182	2248	1437
183	2261	1425
184	2273	1412
185	2285	1400
186	2298	1388
187	2307	1374
188	2320	1363
189	2332	1350
190	2344	1337
191	2356	1325
192	2368	1313
193	2381	1300
194	2392	1288
195	2409	1278
196	2423	1267
197	2436	1255
198	2448	1242
199	2459	1229
200	2468	1215
201	2479	1202
202	2492	1191
203	2504	1178
204	2517	1166
205	2530	1154
206	2541	1141
207	2552	1128
208	2563	1116
209	2576	1104
210	2593	1093
211	2607	1082
212	2621	1070
213	2635	1059
214	2648	1046
215	2660	1034
216	2673	1022
217	2688	1011
218	2700	998
219	2712	986
220	2726	974
221	2742	963
222	2760	953
223	2776	941
224	2788	929
225	2801	917
226	2813	904
227	2825	892
228	2838	880
229	2852	868
230	2864	855
231	2877	843
232	2893	831
233	2908	820
234	2923	808
235	2936	796
236	2949	784
237	2961	771
238	2974	759
239	2987	746
240	2998	734
241	3011	721
242	3025	709
243	3036	696
244	3049	684
245	3058	671
246	3068	658
247	3082	646
248	3097	634
249	3108	621
250	3124	610
251	3138	597
252	3152	585
253	3162	572
254	3174	560
255	3186	547
256	3197	535
257	3209	522
258	3221	510
259	3232	497
260	3245	484
261	3257	472
262	3268	459
263	3280	447
264	3291	434
265	3303	422
266	3315	409
267	3326	397
268	3337	384
269	3346	371
270	3357	359
271	3369	346
272	3379	334
273	3391	321
274	3404	309
275	3417	297
276	3431	284
277	3443	272
278	3454	260
279	3465	247
280	3477	235
281	3486	222
282	3497	210
283	3510	197
284	3522	185
285	3537	173
286	3552	160
287	3567	148
288	3579	136
289	3590	123
290	3600	111
291	3608	98
292	3616	86
293	3624	73
294	3635	61
295	3648	49
296	3660	36
297	3672	24
298	3687	12
299	3700	0
