iter	Passed	Remaining
0	11	3554
1	24	3673
2	38	3790
3	52	3902
4	66	3921
5	78	3825
6	88	3724
7	100	3675
8	111	3594
9	121	3535
10	131	3455
11	139	3341
12	147	3257
13	155	3170
14	167	3176
15	177	3151
16	187	3125
17	197	3090
18	206	3054
19	216	3035
20	228	3034
21	238	3015
22	249	3008
23	258	2973
24	268	2949
25	276	2909
26	284	2873
27	292	2838
28	300	2809
29	313	2819
30	327	2838
31	339	2840
32	351	2844
33	362	2834
34	371	2810
35	380	2789
36	393	2800
37	402	2772
38	411	2753
39	424	2759
40	437	2765
41	450	2769
42	461	2757
43	473	2752
44	485	2748
45	495	2738
46	506	2727
47	517	2716
48	529	2710
49	540	2701
50	552	2696
51	562	2683
52	571	2663
53	578	2635
54	586	2614
55	596	2598
56	611	2604
57	625	2610
58	638	2608
59	651	2604
60	662	2595
61	675	2592
62	685	2579
63	694	2561
64	704	2545
65	713	2530
66	723	2517
67	732	2500
68	741	2483
69	751	2470
70	761	2456
71	770	2439
72	778	2421
73	792	2421
74	815	2446
75	837	2467
76	847	2455
77	864	2460
78	876	2451
79	887	2441
80	899	2432
81	912	2425
82	934	2442
83	951	2446
84	964	2440
85	977	2432
86	990	2425
87	1001	2413
88	1013	2403
89	1025	2392
90	1037	2383
91	1048	2371
92	1058	2355
93	1066	2337
94	1075	2321
95	1089	2315
96	1103	2308
97	1116	2300
98	1127	2289
99	1139	2279
100	1150	2267
101	1160	2253
102	1172	2242
103	1185	2234
104	1198	2226
105	1211	2217
106	1224	2208
107	1236	2198
108	1247	2185
109	1260	2177
110	1271	2164
111	1283	2153
112	1294	2141
113	1304	2128
114	1314	2113
115	1327	2106
116	1340	2096
117	1354	2088
118	1366	2079
119	1377	2065
120	1388	2053
121	1399	2041
122	1411	2031
123	1423	2020
124	1433	2007
125	1443	1994
126	1453	1980
127	1465	1969
128	1478	1959
129	1491	1950
130	1503	1940
131	1516	1929
132	1525	1915
133	1533	1899
134	1543	1886
135	1555	1875
136	1567	1864
137	1577	1851
138	1588	1840
139	1599	1827
140	1612	1818
141	1623	1806
142	1634	1794
143	1645	1782
144	1654	1768
145	1663	1754
146	1675	1743
147	1687	1733
148	1699	1722
149	1713	1713
150	1728	1705
151	1741	1695
152	1754	1685
153	1763	1671
154	1774	1659
155	1786	1649
156	1799	1639
157	1810	1626
158	1819	1613
159	1832	1603
160	1843	1591
161	1852	1577
162	1863	1566
163	1875	1555
164	1884	1542
165	1895	1529
166	1905	1517
167	1917	1506
168	1928	1494
169	1938	1482
170	1948	1469
171	1956	1455
172	1966	1443
173	1974	1430
174	1985	1418
175	1997	1407
176	2010	1397
177	2023	1387
178	2036	1376
179	2046	1364
180	2056	1352
181	2065	1339
182	2074	1326
183	2081	1312
184	2089	1298
185	2098	1286
186	2109	1274
187	2121	1263
188	2131	1251
189	2140	1239
190	2151	1227
191	2164	1217
192	2186	1212
193	2196	1199
194	2206	1188
195	2219	1177
196	2229	1165
197	2243	1155
198	2254	1144
199	2266	1133
200	2277	1121
201	2286	1109
202	2297	1098
203	2310	1087
204	2323	1076
205	2341	1068
206	2354	1057
207	2367	1047
208	2382	1037
209	2397	1027
210	2415	1018
211	2434	1010
212	2448	1000
213	2463	990
214	2475	978
215	2489	968
216	2498	955
217	2509	943
218	2521	932
219	2533	921
220	2549	911
221	2562	900
222	2579	890
223	2592	879
224	2605	868
225	2623	859
226	2637	848
227	2648	836
228	2660	824
229	2673	813
230	2687	802
231	2701	791
232	2714	780
233	2726	768
234	2737	757
235	2749	745
236	2761	734
237	2773	722
238	2784	710
239	2795	698
240	2805	686
241	2819	675
242	2831	664
243	2843	652
244	2857	641
245	2866	629
246	2877	617
247	2888	605
248	2897	593
249	2905	581
250	2916	569
251	2928	557
252	2941	546
253	2953	534
254	2963	522
255	2974	511
256	2985	499
257	2995	487
258	3004	475
259	3014	463
260	3022	451
261	3030	439
262	3039	427
263	3050	415
264	3063	404
265	3077	393
266	3090	381
267	3106	370
268	3124	360
269	3138	348
270	3149	337
271	3162	325
272	3173	313
273	3184	302
274	3195	290
275	3205	278
276	3218	267
277	3230	255
278	3242	244
279	3252	232
280	3262	220
281	3273	208
282	3300	198
283	3328	187
284	3342	175
285	3353	164
286	3364	152
287	3375	140
288	3387	128
289	3400	117
290	3410	105
291	3421	93
292	3431	81
293	3441	70
294	3452	58
295	3463	46
296	3475	35
297	3485	23
298	3496	11
299	3508	0
