iter	Logloss
0	0.6718397015
1	0.6539534837
2	0.6400978433
3	0.6289765575
4	0.616572565
5	0.6089597735
6	0.6029024895
7	0.5958499518
8	0.5890957375
9	0.5844072011
10	0.5805992612
11	0.5765523778
12	0.5727974002
13	0.5686044739
14	0.5661592187
15	0.5633576479
16	0.560956074
17	0.5592313561
18	0.557415421
19	0.5556200764
20	0.5543539215
21	0.5532599631
22	0.5512043503
23	0.5498497846
24	0.5486639006
25	0.5471227491
26	0.546178129
27	0.5445734723
28	0.5437073904
29	0.5426840818
30	0.5414170883
31	0.5406035211
32	0.5398348807
33	0.5389151827
34	0.5380120835
35	0.5369441764
36	0.5353455631
37	0.5344670906
38	0.5335238644
39	0.532862949
40	0.5321478818
41	0.531283996
42	0.5302638224
43	0.529725368
44	0.5291550936
45	0.5281353055
46	0.5275027199
47	0.5265920554
48	0.526124043
49	0.525577767
50	0.5251035844
51	0.5246067447
52	0.5242135417
53	0.5236431044
54	0.5231888097
55	0.5221583581
56	0.5215429148
57	0.5211608264
58	0.520141143
59	0.5197217857
60	0.5189037525
61	0.5184745848
62	0.5180266613
63	0.5176557877
64	0.5173397384
65	0.5170913602
66	0.516688392
67	0.5161596157
68	0.5154442395
69	0.5149553088
70	0.5145541381
71	0.5137573414
72	0.5130027849
73	0.5120024408
74	0.5115633672
75	0.5108772532
76	0.510520292
77	0.5102236405
78	0.5097105687
79	0.5094535226
80	0.5091498475
81	0.5088154741
82	0.5082209971
83	0.5079323953
84	0.5073173688
85	0.5068897872
86	0.5064799961
87	0.5061378417
88	0.5057749185
89	0.5053673174
90	0.5051239156
91	0.5047833549
92	0.5043732
93	0.5038900336
94	0.5035702373
95	0.50312463
96	0.5027490648
97	0.5025099938
98	0.501465785
99	0.5007626893
100	0.5004594206
101	0.500058609
102	0.4996736504
103	0.4988057983
104	0.4985337599
105	0.4980748238
106	0.4974465205
107	0.4970107805
108	0.4965265126
109	0.4956165254
110	0.4951072254
111	0.4944457092
112	0.4940394623
113	0.4936600651
114	0.4932145661
115	0.4928959454
116	0.4925489127
117	0.4920407685
118	0.4916344107
119	0.4913379804
120	0.4906428569
121	0.4903460101
122	0.4899810733
123	0.4896644862
124	0.4892327939
125	0.4888502315
126	0.4884321012
127	0.4880070934
128	0.4876266306
129	0.487327575
130	0.4867355048
131	0.4863827276
132	0.4860183619
133	0.4855603146
134	0.4851958148
135	0.4847503337
136	0.4834909931
137	0.4831028627
138	0.4829087081
139	0.4826314437
140	0.4821976465
141	0.4817867123
142	0.4812048931
143	0.4808656392
144	0.480423609
145	0.4799675633
146	0.479605951
147	0.4791552025
148	0.4788365389
149	0.4780634363
150	0.4777748846
151	0.4773102626
152	0.4769503833
153	0.4766413
154	0.4763134538
155	0.4759721619
156	0.4756774984
157	0.4753154858
158	0.4750212033
159	0.4746550324
160	0.4743071413
161	0.4739313907
162	0.4736658732
163	0.4734616547
164	0.4732099416
165	0.4729660036
166	0.472553491
167	0.4722137255
168	0.4719887094
169	0.4716701588
170	0.4713643312
171	0.4710898727
172	0.4707168437
173	0.4703301444
174	0.4698810635
175	0.4695169677
176	0.4691936308
177	0.4689027436
178	0.4685441015
179	0.4683738432
180	0.4677943534
181	0.4675004223
182	0.4672544019
183	0.467092112
184	0.4667068352
185	0.4663743145
186	0.4661070985
187	0.4657882188
188	0.4654627998
189	0.4651715293
190	0.4647370075
191	0.4644411801
192	0.464170696
193	0.4638821725
194	0.4636632625
195	0.4633599186
196	0.4629844437
197	0.4627007307
198	0.4623326627
199	0.4620851652
200	0.4618112102
201	0.4614756273
202	0.4612083812
203	0.4608787491
204	0.4606767892
205	0.4603635414
206	0.4600340953
207	0.4597908976
208	0.4595444479
209	0.4593706264
210	0.4591106982
211	0.4588374577
212	0.4585723257
213	0.4583943724
214	0.4580925566
215	0.4578550203
216	0.4576537002
217	0.4573751105
218	0.4570757141
219	0.4568602811
220	0.456530916
221	0.4562524186
222	0.4559491185
223	0.4556988783
224	0.4554089426
225	0.455174628
226	0.4547857229
227	0.4545163182
228	0.4541656946
229	0.4538588772
230	0.4536092722
231	0.4533069383
232	0.4530964654
233	0.4528393122
234	0.4526448284
235	0.4523925904
236	0.4520781724
237	0.4517660899
238	0.4515858814
239	0.4513323101
240	0.4510241558
241	0.4506850039
242	0.4504456495
243	0.4502828477
244	0.4499979285
245	0.4497698507
246	0.449521985
247	0.4492457817
248	0.4489708561
249	0.4486515385
250	0.4484279923
251	0.448232435
252	0.4480801526
253	0.4478774542
254	0.4475383351
255	0.4472690568
256	0.4470397862
257	0.4467036783
258	0.4464649892
259	0.4461712593
260	0.4458880107
261	0.4456425273
262	0.4453896989
263	0.4450775155
264	0.4447672056
265	0.4446292816
266	0.4444335004
267	0.4441786254
268	0.4440196084
269	0.4437339586
270	0.4434455267
271	0.4431917441
272	0.4429431951
273	0.4427106663
274	0.4424683077
275	0.4422640649
276	0.4420273228
277	0.4418406993
278	0.4416257146
279	0.4413691484
280	0.4410098672
281	0.4407116646
282	0.4405263282
283	0.4403291329
284	0.4400857227
285	0.4399296384
286	0.4397298152
287	0.4394961239
288	0.4391713986
289	0.4390220022
290	0.4388303325
291	0.4385602307
292	0.4382445032
293	0.4379578526
294	0.4377240005
295	0.4374755648
296	0.4371776854
297	0.437042195
298	0.436818268
299	0.4366009998
