iter	Passed	Remaining
0	10	3081
1	22	3288
2	33	3300
3	48	3563
4	63	3746
5	73	3595
6	83	3477
7	93	3399
8	103	3361
9	115	3353
10	125	3290
11	133	3208
12	142	3143
13	152	3112
14	162	3079
15	174	3091
16	185	3083
17	194	3054
18	205	3044
19	216	3025
20	226	3014
21	237	3005
22	254	3061
23	269	3104
24	292	3218
25	305	3220
26	317	3212
27	328	3186
28	338	3166
29	347	3130
30	357	3101
31	367	3078
32	375	3035
33	385	3018
34	396	3000
35	405	2974
36	416	2962
37	427	2946
38	435	2917
39	445	2892
40	454	2869
41	465	2858
42	478	2857
43	489	2845
44	500	2835
45	511	2826
46	522	2814
47	533	2799
48	543	2785
49	554	2771
50	566	2764
51	577	2754
52	591	2756
53	606	2761
54	620	2765
55	633	2760
56	643	2745
57	655	2735
58	667	2727
59	677	2711
60	688	2698
61	699	2685
62	709	2670
63	719	2652
64	729	2636
65	741	2627
66	752	2616
67	763	2606
68	775	2596
69	793	2605
70	810	2614
71	828	2623
72	840	2614
73	850	2598
74	861	2585
75	873	2575
76	884	2561
77	896	2551
78	908	2540
79	919	2529
80	931	2518
81	941	2504
82	952	2490
83	964	2479
84	978	2476
85	993	2473
86	1009	2471
87	1021	2460
88	1032	2447
89	1044	2436
90	1055	2424
91	1067	2413
92	1080	2404
93	1092	2395
94	1102	2378
95	1113	2365
96	1125	2356
97	1137	2344
98	1149	2334
99	1163	2326
100	1175	2315
101	1185	2300
102	1196	2288
103	1207	2275
104	1218	2263
105	1230	2252
106	1246	2248
107	1260	2241
108	1266	2219
109	1274	2201
110	1283	2185
111	1295	2174
112	1305	2159
113	1317	2148
114	1326	2133
115	1337	2120
116	1348	2109
117	1359	2096
118	1369	2082
119	1381	2071
120	1390	2057
121	1400	2043
122	1410	2029
123	1421	2017
124	1431	2003
125	1442	1991
126	1455	1982
127	1471	1976
128	1481	1964
129	1494	1954
130	1505	1942
131	1516	1929
132	1526	1916
133	1534	1901
134	1542	1885
135	1550	1869
136	1559	1855
137	1568	1841
138	1576	1826
139	1582	1808
140	1588	1791
141	1599	1779
142	1611	1769
143	1623	1758
144	1635	1748
145	1647	1737
146	1657	1725
147	1669	1714
148	1678	1700
149	1687	1687
150	1697	1674
151	1709	1664
152	1720	1653
153	1732	1642
154	1743	1631
155	1756	1621
156	1769	1611
157	1781	1600
158	1795	1592
159	1808	1582
160	1822	1573
161	1835	1563
162	1846	1551
163	1858	1540
164	1870	1530
165	1881	1518
166	1891	1506
167	1904	1496
168	1915	1485
169	1929	1475
170	1941	1464
171	1953	1453
172	1964	1441
173	1975	1430
174	1994	1424
175	2011	1417
176	2025	1407
177	2038	1397
178	2049	1385
179	2060	1373
180	2070	1361
181	2079	1348
182	2088	1335
183	2101	1324
184	2112	1313
185	2124	1302
186	2133	1289
187	2146	1278
188	2158	1267
189	2168	1255
190	2180	1244
191	2191	1232
192	2204	1222
193	2216	1210
194	2233	1202
195	2246	1192
196	2262	1183
197	2275	1172
198	2288	1161
199	2299	1149
200	2308	1137
201	2319	1125
202	2332	1114
203	2342	1102
204	2351	1089
205	2362	1077
206	2372	1065
207	2383	1054
208	2391	1041
209	2402	1029
210	2416	1019
211	2430	1008
212	2448	1000
213	2463	989
214	2473	977
215	2484	966
216	2497	955
217	2508	943
218	2520	932
219	2533	921
220	2545	910
221	2557	898
222	2568	886
223	2579	875
224	2590	863
225	2602	852
226	2615	841
227	2627	829
228	2636	817
229	2647	805
230	2661	795
231	2678	784
232	2692	774
233	2703	762
234	2714	750
235	2724	738
236	2735	727
237	2745	715
238	2755	703
239	2765	691
240	2776	679
241	2787	668
242	2795	655
243	2805	643
244	2818	632
245	2831	621
246	2845	610
247	2860	599
248	2880	589
249	2895	579
250	2907	567
251	2919	556
252	2930	544
253	2940	532
254	2950	520
255	2960	508
256	2971	497
257	2982	485
258	2994	474
259	3006	462
260	3019	451
261	3029	439
262	3039	427
263	3050	415
264	3061	404
265	3073	392
266	3087	381
267	3103	370
268	3121	359
269	3135	348
270	3144	336
271	3154	324
272	3165	313
273	3175	301
274	3184	289
275	3193	277
276	3204	266
277	3213	254
278	3221	242
279	3234	231
280	3244	219
281	3253	207
282	3264	196
283	3272	184
284	3279	172
285	3287	160
286	3295	149
287	3303	137
288	3311	126
289	3319	114
290	3332	103
291	3346	91
292	3360	80
293	3373	68
294	3384	57
295	3394	45
296	3404	34
297	3412	22
298	3423	11
299	3433	0
