iter	Passed	Remaining
0	7	2192
1	16	2420
2	26	2648
3	36	2697
4	49	2938
5	61	3036
6	73	3094
7	85	3130
8	96	3134
9	106	3101
10	118	3101
11	128	3080
12	138	3050
13	148	3040
14	158	3009
15	168	2994
16	178	2968
17	187	2932
18	198	2930
19	208	2917
20	218	2904
21	230	2914
22	239	2890
23	248	2863
24	259	2855
25	269	2843
26	279	2827
27	291	2827
28	303	2832
29	313	2820
30	325	2827
31	340	2848
32	353	2856
33	372	2912
34	383	2903
35	393	2886
36	402	2864
37	413	2848
38	423	2837
39	434	2822
40	444	2806
41	453	2785
42	461	2760
43	470	2738
44	478	2712
45	486	2687
46	495	2666
47	506	2660
48	515	2642
49	524	2624
50	533	2603
51	542	2585
52	551	2570
53	561	2556
54	569	2537
55	578	2522
56	589	2514
57	600	2506
58	610	2492
59	619	2477
60	627	2459
61	635	2441
62	644	2422
63	654	2413
64	684	2475
65	698	2475
66	722	2511
67	734	2504
68	746	2497
69	758	2493
70	769	2482
71	781	2475
72	793	2466
73	803	2453
74	812	2438
75	821	2421
76	829	2401
77	834	2376
78	842	2357
79	850	2338
80	858	2319
81	866	2303
82	876	2290
83	890	2290
84	902	2283
85	918	2285
86	930	2278
87	940	2266
88	950	2254
89	959	2238
90	968	2223
91	975	2205
92	985	2192
93	995	2181
94	1004	2168
95	1015	2157
96	1025	2146
97	1036	2136
98	1047	2127
99	1057	2114
100	1065	2100
101	1075	2087
102	1085	2075
103	1093	2061
104	1101	2046
105	1110	2032
106	1120	2021
107	1128	2006
108	1137	1993
109	1146	1979
110	1155	1966
111	1163	1953
112	1173	1941
113	1186	1935
114	1196	1924
115	1207	1914
116	1217	1904
117	1230	1898
118	1242	1889
119	1253	1880
120	1265	1872
121	1277	1863
122	1288	1854
123	1299	1844
124	1310	1834
125	1320	1822
126	1329	1811
127	1339	1799
128	1350	1789
129	1363	1783
130	1381	1782
131	1396	1777
132	1411	1772
133	1421	1760
134	1431	1750
135	1439	1735
136	1449	1724
137	1459	1713
138	1469	1702
139	1481	1693
140	1493	1684
141	1503	1673
142	1515	1664
143	1527	1654
144	1539	1645
145	1550	1635
146	1561	1625
147	1571	1613
148	1581	1602
149	1594	1594
150	1605	1583
151	1615	1572
152	1624	1561
153	1635	1550
154	1648	1542
155	1659	1531
156	1668	1519
157	1705	1533
158	1722	1527
159	1732	1515
160	1743	1505
161	1754	1494
162	1768	1486
163	1781	1477
164	1793	1467
165	1805	1457
166	1814	1445
167	1825	1433
168	1834	1422
169	1853	1417
170	1871	1412
171	1891	1407
172	1902	1396
173	1911	1384
174	1922	1373
175	1932	1361
176	1943	1350
177	1955	1340
178	1965	1328
179	1976	1317
180	1988	1307
181	1999	1296
182	2009	1284
183	2019	1273
184	2029	1261
185	2041	1251
186	2051	1239
187	2062	1228
188	2074	1218
189	2087	1208
190	2215	1264
191	2240	1260
192	2255	1250
193	2268	1239
194	2281	1228
195	2293	1217
196	2310	1207
197	2324	1197
198	2335	1185
199	2346	1173
200	2358	1161
201	2369	1149
202	2380	1137
203	2392	1126
204	2405	1114
205	2417	1103
206	2427	1090
207	2438	1078
208	2449	1066
209	2460	1054
210	2471	1042
211	2482	1030
212	2495	1019
213	2507	1007
214	2518	995
215	2528	983
216	2540	971
217	2549	959
218	2562	947
219	2586	940
220	2601	929
221	2612	918
222	2620	904
223	2629	892
224	2637	879
225	2645	866
226	2654	853
227	2664	841
228	2674	829
229	2682	816
230	2691	803
231	2732	800
232	2741	788
233	2748	775
234	2756	762
235	2767	750
236	2777	738
237	2786	725
238	2796	713
239	2805	701
240	2816	689
241	2824	676
242	2834	664
243	2844	652
244	2854	640
245	2864	628
246	2871	616
247	2879	603
248	2887	591
249	2896	579
250	2904	567
251	2913	554
252	2922	542
253	2933	531
254	2945	519
255	2956	508
256	2966	496
257	2977	484
258	2985	472
259	3007	462
260	3023	451
261	3044	441
262	3056	429
263	3065	418
264	3074	406
265	3081	393
266	3089	381
267	3097	369
268	3105	357
269	3115	346
270	3123	334
271	3133	322
272	3143	310
273	3155	299
274	3166	287
275	3179	276
276	3192	265
277	3205	253
278	3215	242
279	3225	230
280	3236	218
281	3247	207
282	3260	195
283	3272	184
284	3282	172
285	3294	161
286	3305	149
287	3314	138
288	3324	126
289	3334	114
290	3344	103
291	3353	91
292	3363	80
293	3376	68
294	3385	57
295	3396	45
296	3406	34
297	3415	22
298	3426	11
299	3439	0
