iter	Logloss
0	0.6696997429
1	0.6537179629
2	0.6422171561
3	0.6283670841
4	0.6189211336
5	0.6106979337
6	0.6024864431
7	0.5968894744
8	0.5911121528
9	0.5860573449
10	0.5821053908
11	0.5777980325
12	0.575147792
13	0.5721205488
14	0.568840134
15	0.5660095175
16	0.5633125996
17	0.5614694445
18	0.5591939984
19	0.5575350262
20	0.5557898749
21	0.5541882712
22	0.5515740015
23	0.5504899461
24	0.5492034696
25	0.5479336076
26	0.5465912079
27	0.5456385322
28	0.5440446828
29	0.5425233622
30	0.5416118695
31	0.5403736151
32	0.5396621392
33	0.5385223847
34	0.5375002839
35	0.5364911875
36	0.5359250045
37	0.5350784112
38	0.5344642113
39	0.5335301371
40	0.5326675827
41	0.5320767711
42	0.5310433881
43	0.5303295653
44	0.529723297
45	0.5292469231
46	0.5286343519
47	0.5278899132
48	0.5273080077
49	0.5268279245
50	0.5262590969
51	0.5258522167
52	0.5253907809
53	0.5248913378
54	0.5240591316
55	0.5234416084
56	0.5229818703
57	0.522172122
58	0.521700341
59	0.5207760473
60	0.520306553
61	0.5198722694
62	0.5187111871
63	0.5178239706
64	0.5171443548
65	0.516817798
66	0.5164543517
67	0.5160273839
68	0.5155555858
69	0.5151653512
70	0.514759631
71	0.5143712837
72	0.5138326522
73	0.5134557888
74	0.5128629073
75	0.5125400886
76	0.5120653902
77	0.5117153272
78	0.5109516848
79	0.5106530785
80	0.5097739548
81	0.5093676257
82	0.509097283
83	0.5086452755
84	0.5079411821
85	0.5075362691
86	0.5071196831
87	0.506715143
88	0.5063616914
89	0.5059987546
90	0.5055331914
91	0.5051683704
92	0.5045090892
93	0.5041359484
94	0.5036622242
95	0.5031691851
96	0.5028692641
97	0.5024493413
98	0.5020552547
99	0.5016347139
100	0.5008606488
101	0.5005224907
102	0.5000526408
103	0.4980803729
104	0.4976836081
105	0.4973896522
106	0.4969504824
107	0.4965597931
108	0.4957460894
109	0.4953751103
110	0.4949898192
111	0.4946000918
112	0.4942881962
113	0.4935525199
114	0.4930896381
115	0.4926540479
116	0.4919793831
117	0.4915768687
118	0.4911572812
119	0.4907808439
120	0.4902215745
121	0.489608918
122	0.4890527429
123	0.4886793214
124	0.4883503031
125	0.488002008
126	0.4874428936
127	0.4870615256
128	0.4866776221
129	0.4861768235
130	0.4857665201
131	0.4853642457
132	0.4851188658
133	0.4847673053
134	0.4844510116
135	0.4841827004
136	0.4837827922
137	0.4833211396
138	0.4829232405
139	0.4824991961
140	0.4821292186
141	0.4816765378
142	0.4813492386
143	0.4811269828
144	0.480861071
145	0.4805662233
146	0.4801780183
147	0.4799563581
148	0.4796765535
149	0.479447346
150	0.4791336787
151	0.4788284892
152	0.4785001292
153	0.4781131455
154	0.4778259147
155	0.4775459057
156	0.477227449
157	0.476665631
158	0.4761944011
159	0.4759107492
160	0.4755391599
161	0.475303545
162	0.474933945
163	0.4747355066
164	0.4743524144
165	0.4740016326
166	0.473677468
167	0.4733652329
168	0.472994035
169	0.4727455945
170	0.4725373929
171	0.4720155781
172	0.4717121405
173	0.4714272393
174	0.4711211431
175	0.4708361071
176	0.4705596525
177	0.470243183
178	0.4698717942
179	0.4695370516
180	0.4692745349
181	0.4690050251
182	0.4687592947
183	0.4683057004
184	0.4680877813
185	0.4678733147
186	0.4675909531
187	0.4672712017
188	0.4668980615
189	0.466556347
190	0.4662263965
191	0.4658706772
192	0.4654236706
193	0.465031751
194	0.4646195355
195	0.464338671
196	0.4639942383
197	0.463521236
198	0.4630751826
199	0.462757701
200	0.4623594029
201	0.4620278604
202	0.4617342494
203	0.4615612973
204	0.4612500423
205	0.4609862549
206	0.4607111117
207	0.46033732
208	0.4600303934
209	0.4596468163
210	0.4593168146
211	0.4590649849
212	0.4588417361
213	0.4585675207
214	0.4584151946
215	0.4580791058
216	0.4577541464
217	0.4574819074
218	0.4572123108
219	0.4570442889
220	0.4568557789
221	0.4565437548
222	0.4563240302
223	0.4560346239
224	0.4557407327
225	0.4554766789
226	0.4551900668
227	0.4549545982
228	0.454725733
229	0.4545376333
230	0.4543028547
231	0.4540764528
232	0.4538056428
233	0.4535730215
234	0.4533723916
235	0.4530844572
236	0.4528645362
237	0.4527170581
238	0.4524082622
239	0.4522126206
240	0.451824062
241	0.4515525147
242	0.4513118685
243	0.4510332167
244	0.4507668693
245	0.4505295502
246	0.4502870431
247	0.4501312627
248	0.4498308584
249	0.4496654826
250	0.4494418798
251	0.4492507172
252	0.448981846
253	0.4487354013
254	0.4484820808
255	0.4482057778
256	0.4479566444
257	0.4476607971
258	0.4473783083
259	0.447108323
260	0.4468435548
261	0.4466154305
262	0.4463942942
263	0.4460967283
264	0.4459238702
265	0.4456547001
266	0.4453386109
267	0.4451038957
268	0.4448712521
269	0.4446551586
270	0.4444247889
271	0.4442172322
272	0.4439128374
273	0.4435638415
274	0.4433729868
275	0.4431800545
276	0.4428844566
277	0.4426320208
278	0.4423888768
279	0.4421027401
280	0.4418332586
281	0.44151185
282	0.4413710746
283	0.441075139
284	0.4408402498
285	0.4406365706
286	0.4403908842
287	0.4401414056
288	0.4398097893
289	0.4395576232
290	0.4392833564
291	0.439103569
292	0.4389090666
293	0.4387291092
294	0.4385406723
295	0.4383394914
296	0.4381237901
297	0.4379011127
298	0.4376989373
299	0.4374078897
